date,county,state,fips,cases cumulative,deaths cumulative,Recovered ,Cumulative recovered
3/26/2020,Clermont,Ohio,39025,6,0,,
3/27/2020,Clermont,Ohio,39025,6,0,,
3/28/2020,Clermont,Ohio,39025,8,0,,
3/29/2020,Clermont,Ohio,39025,8,0,,
3/30/2020,Clermont,Ohio,39025,9,0,,
3/31/2020,Clermont,Ohio,39025,10,0,,
4/1/2020,Clermont,Ohio,39025,11,0,,
4/2/2020,Clermont,Ohio,39025,14,0,,
4/3/2020,Clermont,Ohio,39025,16,1,,
4/4/2020,Clermont,Ohio,39025,20,1,,
4/5/2020,Clermont,Ohio,39025,21,1,,
4/6/2020,Clermont,Ohio,39025,27,1,,
4/7/2020,Clermont,Ohio,39025,22,1,,
4/8/2020,Clermont,Ohio,39025,27,1,,
4/9/2020,Clermont,Ohio,39025,33,1,,
4/10/2020,Clermont,Ohio,39025,36,1,,
4/11/2020,Clermont,Ohio,39025,41,1,,
4/12/2020,Clermont,Ohio,39025,41,1,,
4/13/2020,Clermont,Ohio,39025,39,1,,
4/14/2020,Clermont,Ohio,39025,44,1,,
4/15/2020,Clermont,Ohio,39025,49,1,,
4/16/2020,Clermont,Ohio,39025,60,1,,
4/17/2020,Clermont,Ohio,39025,66,1,,
4/18/2020,Clermont,Ohio,39025,71,1,,
4/19/2020,Clermont,Ohio,39025,72,1,,
4/20/2020,Clermont,Ohio,39025,72,2,,
4/21/2020,Clermont,Ohio,39025,74,3,,
4/22/2020,Clermont,Ohio,39025,73,2,,
4/23/2020,Clermont,Ohio,39025,76,2,,
4/24/2020,Clermont,Ohio,39025,77,2,,
4/25/2020,Clermont,Ohio,39025,77,2,,
4/26/2020,Clermont,Ohio,39025,77,2,,
4/27/2020,Clermont,Ohio,39025,76,2,,
4/28/2020,Clermont,Ohio,39025,78,2,,
4/29/2020,Clermont,Ohio,39025,81,3,,
4/30/2020,Clermont,Ohio,39025,88,3,,
5/1/2020,Clermont,Ohio,39025,93,3,,
5/2/2020,Clermont,Ohio,39025,99,3,,
5/3/2020,Clermont,Ohio,39025,101,3,,
5/4/2020,Clermont,Ohio,39025,103,3,,
5/5/2020,Clermont,Ohio,39025,109,3,,
5/6/2020,Clermont,Ohio,39025,110,3,,
5/7/2020,Clermont,Ohio,39025,110,3,,
5/8/2020,Clermont,Ohio,39025,120,3,,
5/9/2020,Clermont,Ohio,39025,122,3,,
5/10/2020,Clermont,Ohio,39025,123,3,,
5/11/2020,Clermont,Ohio,39025,125,3,,
5/12/2020,Clermont,Ohio,39025,125,3,,
5/13/2020,Clermont,Ohio,39025,129,3,,
5/14/2020,Clermont,Ohio,39025,136,4,,
5/15/2020,Clermont,Ohio,39025,144,4,,
5/16/2020,Clermont,Ohio,39025,149,4,,
5/17/2020,Clermont,Ohio,39025,152,4,,
5/18/2020,Clermont,Ohio,39025,152,5,,
5/19/2020,Clermont,Ohio,39025,156,5,,
5/20/2020,Clermont,Ohio,39025,160,5,,
5/21/2020,Clermont,Ohio,39025,167,5,,
5/22/2020,Clermont,Ohio,39025,170,5,,
5/23/2020,Clermont,Ohio,39025,177,5,,
5/24/2020,Clermont,Ohio,39025,181,5,,
5/25/2020,Clermont,Ohio,39025,188,5,,
5/26/2020,Clermont,Ohio,39025,193,5,,
5/27/2020,Clermont,Ohio,39025,197,5,,
5/28/2020,Clermont,Ohio,39025,202,5,,
5/29/2020,Clermont,Ohio,39025,206,5,,
5/30/2020,Clermont,Ohio,39025,206,5,,
5/31/2020,Clermont,Ohio,39025,211,5,,
6/1/2020,Clermont,Ohio,39025,213,5,,
6/2/2020,Clermont,Ohio,39025,215,5,,
6/3/2020,Clermont,Ohio,39025,216,5,,
6/4/2020,Clermont,Ohio,39025,218,5,,
6/5/2020,Clermont,Ohio,39025,219,5,,
6/6/2020,Clermont,Ohio,39025,224,6,,
6/7/2020,Clermont,Ohio,39025,227,6,,
6/8/2020,Clermont,Ohio,39025,232,6,,
6/9/2020,Clermont,Ohio,39025,234,6,,
6/10/2020,Clermont,Ohio,39025,237,6,,
6/11/2020,Clermont,Ohio,39025,235,6,,
6/12/2020,Clermont,Ohio,39025,236,6,,
6/13/2020,Clermont,Ohio,39025,237,6,,
6/14/2020,Clermont,Ohio,39025,238,6,,
6/15/2020,Clermont,Ohio,39025,240,6,,
6/16/2020,Clermont,Ohio,39025,244,6,,
6/17/2020,Clermont,Ohio,39025,252,6,,
6/18/2020,Clermont,Ohio,39025,256,6,,
6/19/2020,Clermont,Ohio,39025,266,6,,
6/20/2020,Clermont,Ohio,39025,275,6,,
6/21/2020,Clermont,Ohio,39025,279,6,,
6/22/2020,Clermont,Ohio,39025,287,6,,
6/23/2020,Clermont,Ohio,39025,288,6,,
6/24/2020,Clermont,Ohio,39025,294,6,,
6/25/2020,Clermont,Ohio,39025,300,6,,
6/26/2020,Clermont,Ohio,39025,307,6,,
6/27/2020,Clermont,Ohio,39025,319,6,,
3/22/2020,Clinton,Ohio,39027,1,0,,
3/23/2020,Clinton,Ohio,39027,1,0,,
3/24/2020,Clinton,Ohio,39027,1,0,,
3/25/2020,Clinton,Ohio,39027,2,0,,
3/26/2020,Clinton,Ohio,39027,2,0,,
3/27/2020,Clinton,Ohio,39027,2,0,,
3/28/2020,Clinton,Ohio,39027,3,0,,
3/29/2020,Clinton,Ohio,39027,3,0,,
3/30/2020,Clinton,Ohio,39027,3,0,,
3/31/2020,Clinton,Ohio,39027,3,0,,
4/1/2020,Clinton,Ohio,39027,4,0,,
4/2/2020,Clinton,Ohio,39027,5,0,,
4/3/2020,Clinton,Ohio,39027,7,0,,
4/4/2020,Clinton,Ohio,39027,7,0,,
4/5/2020,Clinton,Ohio,39027,8,0,,
4/6/2020,Clinton,Ohio,39027,8,0,,
4/7/2020,Clinton,Ohio,39027,9,0,,
4/8/2020,Clinton,Ohio,39027,11,1,,
4/9/2020,Clinton,Ohio,39027,12,0,,
4/10/2020,Clinton,Ohio,39027,15,0,,
4/11/2020,Clinton,Ohio,39027,15,0,,
4/12/2020,Clinton,Ohio,39027,15,0,,
4/13/2020,Clinton,Ohio,39027,16,0,,
4/14/2020,Clinton,Ohio,39027,18,0,,
4/15/2020,Clinton,Ohio,39027,23,0,,
4/16/2020,Clinton,Ohio,39027,23,0,,
4/17/2020,Clinton,Ohio,39027,26,0,,
4/18/2020,Clinton,Ohio,39027,26,0,,
4/19/2020,Clinton,Ohio,39027,26,0,,
4/20/2020,Clinton,Ohio,39027,26,0,,
4/21/2020,Clinton,Ohio,39027,26,0,,
4/22/2020,Clinton,Ohio,39027,26,0,,
4/23/2020,Clinton,Ohio,39027,27,0,,
4/24/2020,Clinton,Ohio,39027,27,0,,
4/25/2020,Clinton,Ohio,39027,27,0,,
4/26/2020,Clinton,Ohio,39027,28,0,,
4/27/2020,Clinton,Ohio,39027,28,0,,
4/28/2020,Clinton,Ohio,39027,28,0,,
4/29/2020,Clinton,Ohio,39027,29,0,,
4/30/2020,Clinton,Ohio,39027,29,0,,
5/1/2020,Clinton,Ohio,39027,31,0,,
5/2/2020,Clinton,Ohio,39027,31,0,,
5/3/2020,Clinton,Ohio,39027,31,0,,
5/4/2020,Clinton,Ohio,39027,31,0,,
5/5/2020,Clinton,Ohio,39027,31,0,,
5/6/2020,Clinton,Ohio,39027,31,0,,
5/7/2020,Clinton,Ohio,39027,32,0,,
5/8/2020,Clinton,Ohio,39027,33,0,,
5/9/2020,Clinton,Ohio,39027,33,0,,
5/10/2020,Clinton,Ohio,39027,34,0,,
5/11/2020,Clinton,Ohio,39027,35,0,,
5/12/2020,Clinton,Ohio,39027,35,0,,
5/13/2020,Clinton,Ohio,39027,36,0,,
5/14/2020,Clinton,Ohio,39027,37,0,,
5/15/2020,Clinton,Ohio,39027,38,0,,
5/16/2020,Clinton,Ohio,39027,39,0,,
5/17/2020,Clinton,Ohio,39027,39,0,,
5/18/2020,Clinton,Ohio,39027,40,0,,
5/19/2020,Clinton,Ohio,39027,41,0,,
5/20/2020,Clinton,Ohio,39027,43,0,,
5/21/2020,Clinton,Ohio,39027,43,0,,
5/22/2020,Clinton,Ohio,39027,43,0,,
5/23/2020,Clinton,Ohio,39027,43,0,,
5/24/2020,Clinton,Ohio,39027,43,0,,
5/25/2020,Clinton,Ohio,39027,43,0,,
5/26/2020,Clinton,Ohio,39027,43,0,,
5/27/2020,Clinton,Ohio,39027,43,0,,
5/28/2020,Clinton,Ohio,39027,43,0,,
5/29/2020,Clinton,Ohio,39027,43,0,,
5/30/2020,Clinton,Ohio,39027,43,1,,
5/31/2020,Clinton,Ohio,39027,43,1,,
6/1/2020,Clinton,Ohio,39027,43,0,,
6/2/2020,Clinton,Ohio,39027,43,0,,
6/3/2020,Clinton,Ohio,39027,45,0,,
6/4/2020,Clinton,Ohio,39027,45,0,,
6/5/2020,Clinton,Ohio,39027,47,0,,
6/6/2020,Clinton,Ohio,39027,47,0,,
6/7/2020,Clinton,Ohio,39027,47,0,,
6/8/2020,Clinton,Ohio,39027,48,0,,
6/9/2020,Clinton,Ohio,39027,48,0,,
6/10/2020,Clinton,Ohio,39027,49,0,,
6/11/2020,Clinton,Ohio,39027,50,0,,
6/12/2020,Clinton,Ohio,39027,52,0,,
6/13/2020,Clinton,Ohio,39027,52,0,,
6/14/2020,Clinton,Ohio,39027,53,0,,
6/15/2020,Clinton,Ohio,39027,54,0,,
6/16/2020,Clinton,Ohio,39027,54,0,,
6/17/2020,Clinton,Ohio,39027,54,0,,
6/18/2020,Clinton,Ohio,39027,54,0,,
6/19/2020,Clinton,Ohio,39027,54,0,,
6/20/2020,Clinton,Ohio,39027,54,0,,
6/21/2020,Clinton,Ohio,39027,55,0,,
6/22/2020,Clinton,Ohio,39027,55,0,,
6/23/2020,Clinton,Ohio,39027,55,0,,
6/24/2020,Clinton,Ohio,39027,55,0,,
6/25/2020,Clinton,Ohio,39027,55,0,,
6/26/2020,Clinton,Ohio,39027,56,0,,
6/27/2020,Clinton,Ohio,39027,56,0,,
3/20/2020,Columbiana,Ohio,39029,1,0,,
3/21/2020,Columbiana,Ohio,39029,1,0,,
3/22/2020,Columbiana,Ohio,39029,2,0,,
3/23/2020,Columbiana,Ohio,39029,2,0,,
3/24/2020,Columbiana,Ohio,39029,3,0,,
3/25/2020,Columbiana,Ohio,39029,4,0,,
3/26/2020,Columbiana,Ohio,39029,5,1,,
3/27/2020,Columbiana,Ohio,39029,7,1,,
3/28/2020,Columbiana,Ohio,39029,9,1,,
3/29/2020,Columbiana,Ohio,39029,11,1,,
3/30/2020,Columbiana,Ohio,39029,11,2,,
3/31/2020,Columbiana,Ohio,39029,15,2,,
4/1/2020,Columbiana,Ohio,39029,19,2,,
4/2/2020,Columbiana,Ohio,39029,22,2,,
4/3/2020,Columbiana,Ohio,39029,28,3,,
4/4/2020,Columbiana,Ohio,39029,36,5,,
4/5/2020,Columbiana,Ohio,39029,42,5,,
4/6/2020,Columbiana,Ohio,39029,53,5,,
4/7/2020,Columbiana,Ohio,39029,59,5,,
4/8/2020,Columbiana,Ohio,39029,71,6,,
4/9/2020,Columbiana,Ohio,39029,81,6,,
4/10/2020,Columbiana,Ohio,39029,92,6,,
4/11/2020,Columbiana,Ohio,39029,96,6,,
4/12/2020,Columbiana,Ohio,39029,105,6,,
4/13/2020,Columbiana,Ohio,39029,114,6,,
4/14/2020,Columbiana,Ohio,39029,115,8,,
4/15/2020,Columbiana,Ohio,39029,123,10,,
4/16/2020,Columbiana,Ohio,39029,136,10,,
4/17/2020,Columbiana,Ohio,39029,154,11,,
4/18/2020,Columbiana,Ohio,39029,161,13,,
4/19/2020,Columbiana,Ohio,39029,167,13,,
4/20/2020,Columbiana,Ohio,39029,182,13,,
4/21/2020,Columbiana,Ohio,39029,185,16,,
4/22/2020,Columbiana,Ohio,39029,195,16,,
4/23/2020,Columbiana,Ohio,39029,208,16,,
4/24/2020,Columbiana,Ohio,39029,214,18,,
4/25/2020,Columbiana,Ohio,39029,219,18,,
4/26/2020,Columbiana,Ohio,39029,223,18,,
4/27/2020,Columbiana,Ohio,39029,228,20,,
4/28/2020,Columbiana,Ohio,39029,235,21,,
4/29/2020,Columbiana,Ohio,39029,247,23,,
4/30/2020,Columbiana,Ohio,39029,253,23,,
5/1/2020,Columbiana,Ohio,39029,267,23,,
5/2/2020,Columbiana,Ohio,39029,274,24,,
5/3/2020,Columbiana,Ohio,39029,278,24,,
5/4/2020,Columbiana,Ohio,39029,287,25,,
5/5/2020,Columbiana,Ohio,39029,292,28,,
5/6/2020,Columbiana,Ohio,39029,297,29,,
5/7/2020,Columbiana,Ohio,39029,311,32,,
5/8/2020,Columbiana,Ohio,39029,313,33,,
5/9/2020,Columbiana,Ohio,39029,319,35,,
5/10/2020,Columbiana,Ohio,39029,325,35,,
5/11/2020,Columbiana,Ohio,39029,336,37,,
5/12/2020,Columbiana,Ohio,39029,343,39,,
5/13/2020,Columbiana,Ohio,39029,354,39,,
5/14/2020,Columbiana,Ohio,39029,367,43,,
5/15/2020,Columbiana,Ohio,39029,397,43,,
5/16/2020,Columbiana,Ohio,39029,415,43,,
5/17/2020,Columbiana,Ohio,39029,420,43,,
5/18/2020,Columbiana,Ohio,39029,434,43,,
5/19/2020,Columbiana,Ohio,39029,453,45,,
5/20/2020,Columbiana,Ohio,39029,457,47,,
5/21/2020,Columbiana,Ohio,39029,467,50,,
5/22/2020,Columbiana,Ohio,39029,476,49,,
5/23/2020,Columbiana,Ohio,39029,477,50,,
5/24/2020,Columbiana,Ohio,39029,478,50,,
5/25/2020,Columbiana,Ohio,39029,609,50,,
5/26/2020,Columbiana,Ohio,39029,657,50,,
5/27/2020,Columbiana,Ohio,39029,682,50,,
5/28/2020,Columbiana,Ohio,39029,684,51,,
5/29/2020,Columbiana,Ohio,39029,739,51,,
5/30/2020,Columbiana,Ohio,39029,743,52,,
5/31/2020,Columbiana,Ohio,39029,793,53,,
6/1/2020,Columbiana,Ohio,39029,875,52,,
6/2/2020,Columbiana,Ohio,39029,881,52,,
6/3/2020,Columbiana,Ohio,39029,889,52,,
6/4/2020,Columbiana,Ohio,39029,891,52,,
6/5/2020,Columbiana,Ohio,39029,894,53,,
6/6/2020,Columbiana,Ohio,39029,894,53,,
6/7/2020,Columbiana,Ohio,39029,896,53,,
6/8/2020,Columbiana,Ohio,39029,899,54,,
6/9/2020,Columbiana,Ohio,39029,901,55,,
6/10/2020,Columbiana,Ohio,39029,903,55,,
6/11/2020,Columbiana,Ohio,39029,911,55,,
6/12/2020,Columbiana,Ohio,39029,914,55,,
6/13/2020,Columbiana,Ohio,39029,916,56,,
6/14/2020,Columbiana,Ohio,39029,917,56,,
6/15/2020,Columbiana,Ohio,39029,920,57,,
6/16/2020,Columbiana,Ohio,39029,921,57,,
6/17/2020,Columbiana,Ohio,39029,923,58,,
6/18/2020,Columbiana,Ohio,39029,940,58,,
6/19/2020,Columbiana,Ohio,39029,954,58,,
6/20/2020,Columbiana,Ohio,39029,956,58,,
6/21/2020,Columbiana,Ohio,39029,961,58,,
6/22/2020,Columbiana,Ohio,39029,975,58,,
6/23/2020,Columbiana,Ohio,39029,983,59,,
6/24/2020,Columbiana,Ohio,39029,984,60,,
6/25/2020,Columbiana,Ohio,39029,1033,59,,
6/26/2020,Columbiana,Ohio,39029,1087,59,,
6/27/2020,Columbiana,Ohio,39029,1093,59,,
3/17/2020,Coshocton,Ohio,39031,2,0,,
3/18/2020,Coshocton,Ohio,39031,2,0,,
3/19/2020,Coshocton,Ohio,39031,2,0,,
3/20/2020,Coshocton,Ohio,39031,2,0,,
3/21/2020,Coshocton,Ohio,39031,2,0,,
3/22/2020,Coshocton,Ohio,39031,2,0,,
3/23/2020,Coshocton,Ohio,39031,3,0,,
3/24/2020,Coshocton,Ohio,39031,3,0,,
3/25/2020,Coshocton,Ohio,39031,4,0,,
3/26/2020,Coshocton,Ohio,39031,4,0,,
3/27/2020,Coshocton,Ohio,39031,4,0,,
3/28/2020,Coshocton,Ohio,39031,4,0,,
3/29/2020,Coshocton,Ohio,39031,4,0,,
3/30/2020,Coshocton,Ohio,39031,5,0,,
3/31/2020,Coshocton,Ohio,39031,5,0,,
4/1/2020,Coshocton,Ohio,39031,7,0,,
4/2/2020,Coshocton,Ohio,39031,8,0,,
4/3/2020,Coshocton,Ohio,39031,8,0,,
4/4/2020,Coshocton,Ohio,39031,8,0,,
4/5/2020,Coshocton,Ohio,39031,9,0,,
4/6/2020,Coshocton,Ohio,39031,10,0,,
4/7/2020,Coshocton,Ohio,39031,10,0,,
4/8/2020,Coshocton,Ohio,39031,10,0,,
4/9/2020,Coshocton,Ohio,39031,12,0,,
4/10/2020,Coshocton,Ohio,39031,15,0,,
4/11/2020,Coshocton,Ohio,39031,15,0,,
4/12/2020,Coshocton,Ohio,39031,16,0,,
4/13/2020,Coshocton,Ohio,39031,16,0,,
4/14/2020,Coshocton,Ohio,39031,16,0,,
4/15/2020,Coshocton,Ohio,39031,16,0,,
4/16/2020,Coshocton,Ohio,39031,16,0,,
4/17/2020,Coshocton,Ohio,39031,16,0,,
4/18/2020,Coshocton,Ohio,39031,16,0,,
4/19/2020,Coshocton,Ohio,39031,16,0,,
4/20/2020,Coshocton,Ohio,39031,16,0,,
4/21/2020,Coshocton,Ohio,39031,16,0,,
4/22/2020,Coshocton,Ohio,39031,16,0,,
4/23/2020,Coshocton,Ohio,39031,16,0,,
4/24/2020,Coshocton,Ohio,39031,16,0,,
4/25/2020,Coshocton,Ohio,39031,16,0,,
4/26/2020,Coshocton,Ohio,39031,16,0,,
4/27/2020,Coshocton,Ohio,39031,16,0,,
4/28/2020,Coshocton,Ohio,39031,17,0,,
4/29/2020,Coshocton,Ohio,39031,17,0,,
4/30/2020,Coshocton,Ohio,39031,17,0,,
5/1/2020,Coshocton,Ohio,39031,17,0,,
5/2/2020,Coshocton,Ohio,39031,17,0,,
5/3/2020,Coshocton,Ohio,39031,17,0,,
5/4/2020,Coshocton,Ohio,39031,17,0,,
5/5/2020,Coshocton,Ohio,39031,17,0,,
5/6/2020,Coshocton,Ohio,39031,17,0,,
5/7/2020,Coshocton,Ohio,39031,18,0,,
5/8/2020,Coshocton,Ohio,39031,19,0,,
5/9/2020,Coshocton,Ohio,39031,19,0,,
5/10/2020,Coshocton,Ohio,39031,19,0,,
5/11/2020,Coshocton,Ohio,39031,19,0,,
5/12/2020,Coshocton,Ohio,39031,19,0,,
5/13/2020,Coshocton,Ohio,39031,19,0,,
5/14/2020,Coshocton,Ohio,39031,19,0,,
5/15/2020,Coshocton,Ohio,39031,20,0,,
5/16/2020,Coshocton,Ohio,39031,20,0,,
5/17/2020,Coshocton,Ohio,39031,19,0,,
5/18/2020,Coshocton,Ohio,39031,20,0,,
5/19/2020,Coshocton,Ohio,39031,21,0,,
5/20/2020,Coshocton,Ohio,39031,22,0,,
5/21/2020,Coshocton,Ohio,39031,22,0,,
5/22/2020,Coshocton,Ohio,39031,23,0,,
5/23/2020,Coshocton,Ohio,39031,24,0,,
5/24/2020,Coshocton,Ohio,39031,24,0,,
5/25/2020,Coshocton,Ohio,39031,24,0,,
5/26/2020,Coshocton,Ohio,39031,26,0,,
5/27/2020,Coshocton,Ohio,39031,34,0,,
5/28/2020,Coshocton,Ohio,39031,37,0,,
5/29/2020,Coshocton,Ohio,39031,38,0,,
5/30/2020,Coshocton,Ohio,39031,38,0,,
5/31/2020,Coshocton,Ohio,39031,40,0,,
6/1/2020,Coshocton,Ohio,39031,40,0,,
6/2/2020,Coshocton,Ohio,39031,41,0,,
6/3/2020,Coshocton,Ohio,39031,40,0,,
6/4/2020,Coshocton,Ohio,39031,45,0,,
6/5/2020,Coshocton,Ohio,39031,48,0,,
6/6/2020,Coshocton,Ohio,39031,48,0,,
6/7/2020,Coshocton,Ohio,39031,48,0,,
6/8/2020,Coshocton,Ohio,39031,48,0,,
6/9/2020,Coshocton,Ohio,39031,48,0,,
6/10/2020,Coshocton,Ohio,39031,48,0,,
6/11/2020,Coshocton,Ohio,39031,49,0,,
6/12/2020,Coshocton,Ohio,39031,50,0,,
6/13/2020,Coshocton,Ohio,39031,51,0,,
6/14/2020,Coshocton,Ohio,39031,51,0,,
6/15/2020,Coshocton,Ohio,39031,51,0,,
6/16/2020,Coshocton,Ohio,39031,52,0,,
6/17/2020,Coshocton,Ohio,39031,53,0,,
6/18/2020,Coshocton,Ohio,39031,54,0,,
6/19/2020,Coshocton,Ohio,39031,56,0,,
6/20/2020,Coshocton,Ohio,39031,59,0,,
6/21/2020,Coshocton,Ohio,39031,60,0,,
6/22/2020,Coshocton,Ohio,39031,60,0,,
6/23/2020,Coshocton,Ohio,39031,60,0,,
6/24/2020,Coshocton,Ohio,39031,64,0,,
6/25/2020,Coshocton,Ohio,39031,64,0,,
6/26/2020,Coshocton,Ohio,39031,66,0,,
6/27/2020,Coshocton,Ohio,39031,67,0,,
3/24/2020,Crawford,Ohio,39033,1,0,,
3/25/2020,Crawford,Ohio,39033,1,0,,
3/26/2020,Crawford,Ohio,39033,1,0,,
3/27/2020,Crawford,Ohio,39033,1,0,,
3/28/2020,Crawford,Ohio,39033,2,0,,
3/29/2020,Crawford,Ohio,39033,2,0,,
3/30/2020,Crawford,Ohio,39033,5,0,,
3/31/2020,Crawford,Ohio,39033,5,0,,
4/1/2020,Crawford,Ohio,39033,5,0,,
4/2/2020,Crawford,Ohio,39033,6,0,,
4/3/2020,Crawford,Ohio,39033,7,0,,
4/4/2020,Crawford,Ohio,39033,7,0,,
4/5/2020,Crawford,Ohio,39033,9,0,,
4/6/2020,Crawford,Ohio,39033,9,0,,
4/7/2020,Crawford,Ohio,39033,9,0,,
4/8/2020,Crawford,Ohio,39033,9,0,,
4/9/2020,Crawford,Ohio,39033,12,0,,
4/10/2020,Crawford,Ohio,39033,13,0,,
4/11/2020,Crawford,Ohio,39033,13,0,,
4/12/2020,Crawford,Ohio,39033,16,0,,
4/13/2020,Crawford,Ohio,39033,17,0,,
4/14/2020,Crawford,Ohio,39033,19,0,,
4/15/2020,Crawford,Ohio,39033,23,0,,
4/16/2020,Crawford,Ohio,39033,26,0,,
4/17/2020,Crawford,Ohio,39033,28,0,,
4/18/2020,Crawford,Ohio,39033,36,0,,
4/19/2020,Crawford,Ohio,39033,41,0,,
4/20/2020,Crawford,Ohio,39033,37,0,,
4/21/2020,Crawford,Ohio,39033,37,0,,
4/22/2020,Crawford,Ohio,39033,36,0,,
4/23/2020,Crawford,Ohio,39033,37,0,,
4/24/2020,Crawford,Ohio,39033,38,0,,
4/25/2020,Crawford,Ohio,39033,39,0,,
4/26/2020,Crawford,Ohio,39033,39,0,,
4/27/2020,Crawford,Ohio,39033,41,0,,
4/28/2020,Crawford,Ohio,39033,41,0,,
4/29/2020,Crawford,Ohio,39033,45,0,,
4/30/2020,Crawford,Ohio,39033,45,0,,
5/1/2020,Crawford,Ohio,39033,48,0,,
5/2/2020,Crawford,Ohio,39033,50,0,,
5/3/2020,Crawford,Ohio,39033,52,1,,
5/4/2020,Crawford,Ohio,39033,56,1,,
5/5/2020,Crawford,Ohio,39033,57,1,,
5/6/2020,Crawford,Ohio,39033,60,1,,
5/7/2020,Crawford,Ohio,39033,65,1,,
5/8/2020,Crawford,Ohio,39033,69,1,,
5/9/2020,Crawford,Ohio,39033,71,1,,
5/10/2020,Crawford,Ohio,39033,72,1,,
5/11/2020,Crawford,Ohio,39033,77,1,,
5/12/2020,Crawford,Ohio,39033,79,1,,
5/13/2020,Crawford,Ohio,39033,86,2,,
5/14/2020,Crawford,Ohio,39033,89,2,,
5/15/2020,Crawford,Ohio,39033,92,2,,
5/16/2020,Crawford,Ohio,39033,94,2,,
5/17/2020,Crawford,Ohio,39033,94,2,,
5/18/2020,Crawford,Ohio,39033,97,2,,
5/19/2020,Crawford,Ohio,39033,98,2,,
5/20/2020,Crawford,Ohio,39033,101,3,,
5/21/2020,Crawford,Ohio,39033,103,3,,
5/22/2020,Crawford,Ohio,39033,104,3,,
5/23/2020,Crawford,Ohio,39033,104,3,,
5/24/2020,Crawford,Ohio,39033,104,3,,
5/25/2020,Crawford,Ohio,39033,104,3,,
5/26/2020,Crawford,Ohio,39033,106,3,,
5/27/2020,Crawford,Ohio,39033,110,3,,
5/28/2020,Crawford,Ohio,39033,110,3,,
5/29/2020,Crawford,Ohio,39033,110,4,,
5/30/2020,Crawford,Ohio,39033,114,4,,
5/31/2020,Crawford,Ohio,39033,114,4,,
6/1/2020,Crawford,Ohio,39033,115,4,,
6/2/2020,Crawford,Ohio,39033,116,4,,
6/3/2020,Crawford,Ohio,39033,117,4,,
6/4/2020,Crawford,Ohio,39033,118,4,,
6/5/2020,Crawford,Ohio,39033,118,4,,
6/6/2020,Crawford,Ohio,39033,118,4,,
6/7/2020,Crawford,Ohio,39033,120,4,,
6/8/2020,Crawford,Ohio,39033,121,4,,
6/9/2020,Crawford,Ohio,39033,121,4,,
6/10/2020,Crawford,Ohio,39033,121,4,,
6/11/2020,Crawford,Ohio,39033,123,4,,
6/12/2020,Crawford,Ohio,39033,122,4,,
6/13/2020,Crawford,Ohio,39033,122,4,,
6/14/2020,Crawford,Ohio,39033,122,5,,
6/15/2020,Crawford,Ohio,39033,123,5,,
6/16/2020,Crawford,Ohio,39033,123,5,,
6/17/2020,Crawford,Ohio,39033,122,5,,
6/18/2020,Crawford,Ohio,39033,122,5,,
6/19/2020,Crawford,Ohio,39033,122,5,,
6/20/2020,Crawford,Ohio,39033,122,5,,
6/21/2020,Crawford,Ohio,39033,122,5,,
6/22/2020,Crawford,Ohio,39033,122,5,,
6/23/2020,Crawford,Ohio,39033,125,5,,
6/24/2020,Crawford,Ohio,39033,125,5,,
6/25/2020,Crawford,Ohio,39033,126,5,,
6/26/2020,Crawford,Ohio,39033,127,5,,
6/27/2020,Crawford,Ohio,39033,129,5,,
3/9/2020,Cuyahoga,Ohio,39035,3,0,,
3/10/2020,Cuyahoga,Ohio,39035,3,0,,
3/11/2020,Cuyahoga,Ohio,39035,3,0,,
3/12/2020,Cuyahoga,Ohio,39035,3,0,,
3/13/2020,Cuyahoga,Ohio,39035,11,0,,
3/14/2020,Cuyahoga,Ohio,39035,11,0,,
3/15/2020,Cuyahoga,Ohio,39035,14,0,,
3/16/2020,Cuyahoga,Ohio,39035,24,0,,
3/17/2020,Cuyahoga,Ohio,39035,31,0,,
3/18/2020,Cuyahoga,Ohio,39035,38,0,,
3/19/2020,Cuyahoga,Ohio,39035,53,0,,
3/20/2020,Cuyahoga,Ohio,39035,69,0,,
3/21/2020,Cuyahoga,Ohio,39035,92,1,,
3/22/2020,Cuyahoga,Ohio,39035,125,1,,
3/23/2020,Cuyahoga,Ohio,39035,149,1,,
3/24/2020,Cuyahoga,Ohio,39035,167,2,,
3/25/2020,Cuyahoga,Ohio,39035,206,2,,
3/26/2020,Cuyahoga,Ohio,39035,259,2,,
3/27/2020,Cuyahoga,Ohio,39035,330,2,,
3/28/2020,Cuyahoga,Ohio,39035,370,3,,
3/29/2020,Cuyahoga,Ohio,39035,449,4,,
3/30/2020,Cuyahoga,Ohio,39035,493,4,,
3/31/2020,Cuyahoga,Ohio,39035,527,6,,
4/1/2020,Cuyahoga,Ohio,39035,589,9,,
4/2/2020,Cuyahoga,Ohio,39035,663,12,,
4/3/2020,Cuyahoga,Ohio,39035,780,13,,
4/4/2020,Cuyahoga,Ohio,39035,781,13,,
4/5/2020,Cuyahoga,Ohio,39035,826,14,,
4/6/2020,Cuyahoga,Ohio,39035,871,15,,
4/7/2020,Cuyahoga,Ohio,39035,911,19,,
4/8/2020,Cuyahoga,Ohio,39035,960,23,,
4/9/2020,Cuyahoga,Ohio,39035,1014,23,,
4/10/2020,Cuyahoga,Ohio,39035,1052,22,,
4/11/2020,Cuyahoga,Ohio,39035,1113,22,,
